Train_No,Start_Time,End_Time,Journey_Duration_Hours
16335,07:20:00,04:15:00,20.92
16336,14:45:00,13:00:00,22.25
16337,04:05:00,22:20:00,18.25
16338,20:25:00,17:05:00,20.67
16339,12:10:00,03:20:00,15.17
16340,06:30:00,20:50:00,14.33
16341,03:15:00,09:45:00,6.5
16342,17:30:00,00:20:00,6.83
16343,22:30:00,13:10:00,14.67
16344,15:45:00,06:25:00,14.67
16345,11:40:00,17:55:00,6.25
16346,09:45:00,16:40:00,6.92
16347,20:40:00,11:05:00,14.42
16348,14:20:00,04:45:00,14.42
16349,06:05:00,07:20:00,1.25
16350,20:50:00,22:10:00,1.33
16351,12:10:00,04:15:00,16.08
16352,05:00:00,20:50:00,15.83
16353,16:00:00,21:00:00,5.0
16354,08:10:00,14:00:00,5.83
16359,23:30:00,09:50:00,10.33
16360,16:30:00,23:15:00,6.75
16381,15:45:00,12:35:00,20.83
16382,06:40:00,04:40:00,22.0
16501,18:40:00,04:20:00,9.67
16502,13:30:00,02:20:00,12.83
16505,09:00:00,03:15:00,18.25
16506,21:50:00,12:30:00,14.67
16507,05:20:00,03:15:00,21.92
16508,21:50:00,16:50:00,19.0
16515,07:10:00,23:00:00,15.83
16516,05:30:00,20:30:00,15.0
16517,20:30:00,11:10:00,14.67
16518,16:40:00,08:20:00,15.67
16519,04:25:00,08:00:00,3.58
16520,17:30:00,20:50:00,3.33
16521,21:40:00,23:25:00,1.75
16522,19:35:00,21:10:00,1.58
16523,09:00:00,14:15:00,5.25
16524,14:40:00,20:20:00,5.67
16525,10:30:00,07:20:00,20.83
16526,20:00:00,15:20:00,19.33
16527,20:00:00,09:20:00,13.33
16528,18:05:00,08:00:00,13.92
16531,05:30:00,04:45:00,23.25
16532,17:00:00,17:40:00,0.67
16533,05:30:00,04:45:00,23.25
16534,17:00:00,16:45:00,23.75
16535,16:00:00,12:40:00,20.67
16536,14:10:00,11:00:00,20.83
16557,14:30:00,17:10:00,2.67
16558,10:30:00,13:30:00,3.0
16565,23:55:00,17:40:00,17.75
16566,20:15:00,13:30:00,17.25
16569,14:30:00,03:30:00,13.0
16570,14:00:00,03:30:00,13.5
16571,19:00:00,09:15:00,14.25
16572,18:05:00,07:40:00,13.58
16573,21:00:00,07:15:00,10.25
16574,20:50:00,08:20:00,11.5
16575,07:10:00,16:55:00,9.75
16576,11:30:00,20:30:00,9.0
16577,16:15:00,23:30:00,7.25
16578,06:15:00,12:30:00,6.25
16579,09:00:00,14:45:00,5.75
16580,15:30:00,21:00:00,5.5
16581,23:50:00,06:00:00,6.17
16582,23:45:00,05:50:00,6.08
16587,05:00:00,06:50:00,1.83
16588,22:05:00,03:15:00,5.17
16589,21:15:00,13:40:00,16.42
16590,14:05:00,06:45:00,16.67
16591,18:20:00,09:15:00,14.92
16592,19:00:00,10:40:00,15.67
16593,06:00:00,05:30:00,23.5
16594,22:45:00,23:30:00,0.75
16603,17:45:00,07:25:00,13.67
16604,19:25:00,08:05:00,12.67
16605,07:20:00,23:15:00,15.92
16606,02:00:00,17:00:00,15.0
16613,05:25:00,02:00:00,20.58
16614,23:30:00,19:00:00,19.5
16615,20:15:00,04:45:00,8.5
16616,00:30:00,07:40:00,7.17
16617,19:00:00,06:40:00,11.67
16618,19:45:00,06:30:00,10.75
16629,18:45:00,10:15:00,15.5
16630,18:15:00,09:10:00,14.92
16649,05:25:00,20:55:00,15.5
16650,04:20:00,20:15:00,15.92
16687,17:05:00,15:20:00,22.25
16688,21:55:00,22:45:00,0.83
16723,19:50:00,13:00:00,17.17
16724,15:00:00,08:05:00,17.08
16733,22:15:00,13:50:00,15.58
16734,07:30:00,19:45:00,12.25
16779,13:00:00,07:35:00,18.58
16780,16:00:00,10:15:00,18.25
16787,16:00:00,01:45:00,9.75
16788,09:05:00,18:30:00,9.42
16790,13:40:00,00:55:00,11.25
16791,03:20:00,13:20:00,10.0
16792,16:00:00,01:25:00,9.42
16793,23:00:00,08:30:00,9.5
16794,23:55:00,07:10:00,7.25
16853,08:30:00,16:15:00,7.75
16854,10:00:00,17:50:00,7.83
16855,16:35:00,09:30:00,16.92
16856,17:05:00,10:00:00,16.92
16857,16:35:00,09:55:00,17.33
16858,17:05:00,10:00:00,16.92
16859,23:15:00,21:45:00,22.5
16860,06:55:00,04:15:00,21.33
16861,11:45:00,03:15:00,15.5
16862,13:50:00,05:25:00,15.58
16863,15:30:00,17:15:00,1.75
16864,12:25:00,17:50:00,5.42
17001,17:10:00,09:00:00,15.83
17002,16:40:00,09:18:00,16.63
17009,06:50:00,10:25:00,3.58
17010,19:15:00,22:45:00,3.5
17011,04:50:00,11:00:00,6.17
17012,12:00:00,17:45:00,5.75
17013,14:15:00,04:30:00,14.25
17014,22:45:00,13:15:00,14.5
17015,08:30:00,07:30:00,23.0
17016,16:50:00,15:40:00,22.83
17017,05:25:00,10:30:00,5.08
17018,15:00:00,19:00:00,4.0
17019,15:00:00,08:10:00,17.17
17020,15:15:00,06:25:00,15.17
17021,09:20:00,17:05:00,7.75
17022,21:00:00,07:40:00,10.67
17023,07:30:00,12:30:00,5.0
17024,15:00:00,19:55:00,4.92
17025,21:30:00,04:45:00,7.25
17026,23:45:00,07:00:00,7.25
17027,16:55:00,21:35:00,4.67
17028,05:30:00,11:00:00,5.5
17031,12:45:00,05:55:00,17.17
17032,20:40:00,13:05:00,16.42
17037,23:55:00,16:50:00,16.92
17038,15:40:00,08:50:00,17.17
17057,21:10:00,14:30:00,17.33
17058,12:25:00,07:10:00,18.75
17063,20:50:00,08:50:00,12.0
17064,18:10:00,06:45:00,12.58
17201,06:00:00,13:45:00,7.75
17202,13:00:00,21:15:00,8.25
17203,04:25:00,21:15:00,16.83
17204,03:45:00,19:45:00,16.0
17205,17:10:00,19:35:00,2.42
17206,06:00:00,09:18:00,3.3
17207,17:10:00,15:15:00,22.08
17208,10:35:00,09:18:00,22.72
17209,11:00:00,06:45:00,19.75
17210,17:35:00,12:30:00,18.92
17211,15:15:00,09:45:00,18.5
17212,14:30:00,07:15:00,16.75
17213,10:25:00,08:30:00,22.08
17214,11:15:00,11:00:00,23.75
17215,23:10:00,13:00:00,13.83
17216,16:00:00,06:50:00,14.83
17221,08:45:00,11:05:00,2.33
17222,12:25:00,13:30:00,1.08
17225,19:45:00,11:20:00,15.58
17226,13:30:00,05:15:00,15.75
17229,07:15:00,12:55:00,5.67
17230,11:15:00,18:20:00,7.08
17231,10:25:00,10:00:00,23.58
17232,11:15:00,11:00:00,23.75
17233,15:25:00,01:00:00,9.58
17234,02:10:00,10:45:00,8.58
17235,17:15:00,07:50:00,14.58
17236,19:10:00,09:05:00,13.92
17239,08:00:00,18:20:00,10.33
17240,07:20:00,15:30:00,8.17
17241,10:00:00,12:00:00,2.0
17242,12:30:00,14:35:00,2.08
17255,18:55:00,05:25:00,10.5
17256,21:45:00,08:40:00,10.92
17301,22:30:00,08:00:00,9.5
17302,20:30:00,07:00:00,10.5
17305,16:15:00,18:20:00,2.08
17307,13:30:00,12:10:00,22.67
17308,14:10:00,13:50:00,23.67
17309,14:30:00,06:00:00,15.5
17310,20:45:00,11:50:00,15.08
17311,15:00:00,13:00:00,22.0
17312,14:30:00,11:45:00,21.25
17315,09:00:00,12:25:00,3.42
17316,23:45:00,06:00:00,6.25
17317,15:45:00,07:15:00,15.5
17318,18:45:00,11:15:00,16.5
17319,20:50:00,11:45:00,14.92
17320,15:40:00,07:30:00,15.83
17321,22:30:00,16:55:00,18.42
17322,21:15:00,17:35:00,20.33
17323,17:50:00,12:00:00,18.17
17324,21:05:00,13:00:00,15.92
17325,08:00:00,20:40:00,12.67
17326,06:10:00,19:05:00,12.92
17401,19:15:00,05:25:00,10.17
17402,19:00:00,04:35:00,9.58
17403,03:20:00,05:40:00,2.33
17404,17:20:00,20:05:00,2.75
17405,05:25:00,06:15:00,0.83
17406,20:45:00,21:25:00,0.67
17407,10:40:00,21:20:00,10.67
17408,05:45:00,16:35:00,10.83
17409,08:00:00,12:00:00,4.0
17410,15:00:00,19:00:00,4.0
17411,20:20:00,07:25:00,11.08
17412,20:30:00,07:25:00,10.92
17413,21:20:00,04:05:00,6.75
17414,08:35:00,15:20:00,6.75
17415,21:00:00,16:35:00,19.58
17416,11:35:00,08:00:00,20.42
17417,07:00:00,12:15:00,5.25
17418,19:10:00,23:15:00,4.08
17419,11:20:00,06:00:00,18.67
17420,09:00:00,03:50:00,18.83
17479,12:30:00,16:20:00,3.83
17480,10:35:00,14:40:00,4.08
17481,10:05:00,16:20:00,6.25
17482,10:35:00,17:40:00,7.08
17487,20:30:00,11:30:00,15.0
17488,14:00:00,05:20:00,15.33
17603,21:05:00,10:30:00,13.42
17604,15:30:00,05:00:00,13.5
17605,20:15:00,23:50:00,3.58
17606,06:00:00,11:30:00,5.5
17609,23:10:00,07:10:00,8.0
17610,18:10:00,02:30:00,8.33
17613,16:00:00,09:25:00,17.42
17614,17:30:00,09:00:00,15.5
17615,06:00:00,06:30:00,0.5
17616,12:50:00,14:00:00,1.17
17617,06:15:00,18:00:00,11.75
17618,10:05:00,21:50:00,11.75
17619,00:45:00,06:30:00,5.75
17620,11:50:00,17:20:00,5.5
17621,20:50:00,20:05:00,23.25
17622,21:45:00,22:45:00,1.0
17623,09:00:00,19:30:00,10.5
17624,15:40:00,02:45:00,11.08
17625,22:10:00,06:10:00,8.0
17626,22:30:00,07:55:00,9.42
17639,07:10:00,18:30:00,11.33
17640,09:30:00,20:15:00,10.75
17641,07:10:00,23:10:00,16.0
17642,04:30:00,20:15:00,15.75
17643,16:00:00,10:10:00,18.17
17644,14:30:00,08:20:00,17.83
17651,15:35:00,07:55:00,16.33
17652,16:30:00,09:00:00,16.5
17687,15:00:00,00:05:00,9.08
17688,04:00:00,13:20:00,9.33
18005,21:30:00,22:45:00,1.25
18006,04:15:00,06:15:00,2.0
18007,17:35:00,22:55:00,5.33
18008,06:15:00,12:35:00,6.33
18009,13:00:00,05:30:00,16.5
18010,19:25:00,13:55:00,18.5
18029,22:00:00,12:20:00,14.33
18030,15:00:00,04:50:00,13.83
18047,23:30:00,15:05:00,15.58
18048,07:10:00,22:40:00,15.5
18101,14:50:00,14:10:00,23.33
18102,14:20:00,10:20:00,20.0
18103,21:15:00,06:30:00,9.25
18104,12:35:00,21:45:00,9.17
18107,18:10:00,07:55:00,13.75
18108,16:45:00,06:15:00,13.5
18111,18:35:00,18:05:00,23.5
18112,10:30:00,12:15:00,1.75
18117,21:20:00,14:15:00,16.92
18118,14:30:00,08:00:00,17.5
18181,21:35:00,16:25:00,18.83
18182,12:35:00,06:35:00,18.0
18183,08:15:00,19:45:00,11.5
18184,05:45:00,17:20:00,11.58
18189,15:30:00,18:20:00,2.83
18190,06:10:00,09:10:00,3.0
18191,18:00:00,12:20:00,18.33
18192,13:35:00,08:40:00,19.08
18201,19:40:00,22:35:00,2.92
18202,11:15:00,14:20:00,3.08
18203,19:40:00,13:20:00,17.67
18204,18:20:00,13:10:00,18.83
18205,19:40:00,22:35:00,2.92
18206,07:50:00,13:10:00,5.33
18207,16:00:00,17:50:00,1.83
18208,19:30:00,22:15:00,2.75
18211,13:00:00,03:30:00,14.5
18212,12:35:00,05:25:00,16.83
18213,16:00:00,15:20:00,23.33
18214,21:40:00,22:15:00,0.58
18215,09:00:00,21:35:00,12.58
18216,05:00:00,19:10:00,14.17
18233,17:15:00,17:15:00,0.0
18234,10:40:00,10:50:00,0.17
18235,08:00:00,03:50:00,19.83
18236,20:35:00,18:15:00,21.67
18237,14:15:00,08:10:00,17.92
18238,16:10:00,12:15:00,20.08
18239,17:55:00,05:30:00,11.58
18240,23:35:00,07:00:00,7.42
18241,20:50:00,08:00:00,11.17
18242,21:30:00,09:10:00,11.67
18243,18:20:00,05:00:00,10.67
18244,01:35:00,12:45:00,11.17
18245,18:20:00,05:45:00,11.42
18246,23:55:00,12:45:00,12.83
18247,18:40:00,05:55:00,11.25
18248,22:05:00,09:45:00,11.67
18301,06:05:00,12:40:00,6.58
18302,14:15:00,20:20:00,6.08
18303,06:00:00,12:35:00,6.58
18304,15:45:00,22:30:00,6.75
18309,07:55:00,16:55:00,9.0
18310,08:10:00,17:45:00,9.58
18311,13:10:00,08:55:00,19.75
18312,15:35:00,10:50:00,19.25
18401,09:25:00,13:50:00,4.42
18402,08:30:00,10:20:00,1.83
18403,06:20:00,08:55:00,2.58
18404,17:15:00,20:10:00,2.92
18405,18:20:00,07:25:00,13.08
18406,18:40:00,08:10:00,13.5
18407,22:45:00,07:30:00,8.75
18408,13:55:00,21:30:00,7.58
18409,19:00:00,04:35:00,9.58
18410,22:30:00,08:10:00,9.67
18413,18:00:00,22:30:00,4.5
18414,06:00:00,09:45:00,3.75
18415,09:25:00,20:10:00,10.75
18416,06:00:00,16:25:00,10.42
18419,14:25:00,13:35:00,23.17
18420,05:00:00,03:10:00,22.17
18421,22:45:00,21:10:00,22.42
18422,17:10:00,18:15:00,1.08
18425,18:45:00,11:55:00,17.17
18426,16:10:00,09:10:00,17.0
18437,05:25:00,08:45:00,3.33
18438,18:15:00,21:45:00,3.5
18447,19:35:00,13:15:00,17.67
18448,14:30:00,08:30:00,18.0
18449,14:25:00,10:00:00,19.58
18450,08:55:00,03:10:00,18.25
18451,15:55:00,07:15:00,15.33
18452,20:00:00,11:05:00,15.08
18463,05:30:00,12:05:00,6.58
18464,14:00:00,20:50:00,6.83
18477,20:55:00,20:55:00,0.0
18478,05:45:00,06:05:00,0.33
18495,08:30:00,18:40:00,10.17
18496,12:00:00,23:00:00,11.0
18501,17:35:00,09:00:00,15.42
18502,22:45:00,14:35:00,15.83
18503,09:00:00,12:15:00,3.25
18504,19:10:00,22:05:00,2.92
18507,23:50:00,23:30:00,23.67
18508,23:45:00,23:50:00,0.08
18511,05:20:00,12:20:00,7.0
18512,13:50:00,20:55:00,7.08
18517,16:00:00,07:00:00,15.0
18518,19:55:00,11:00:00,15.08
18519,23:25:00,04:40:00,5.25
18520,06:55:00,11:15:00,4.33
18567,08:20:00,14:30:00,6.17
18568,21:10:00,01:25:00,4.25
18573,05:10:00,21:45:00,16.58
18574,14:00:00,07:55:00,17.92
18605,16:00:00,08:30:00,16.5
18606,11:00:00,04:00:00,17.0
18609,21:05:00,12:05:00,15.0
18610,15:50:00,07:25:00,15.58
18611,20:10:00,08:55:00,12.75
18612,15:35:00,04:15:00,12.67
18613,07:45:00,17:45:00,10.0
18614,09:00:00,20:25:00,11.42
18615,22:10:00,07:25:00,9.25
18616,21:10:00,06:35:00,9.42
18619,21:25:00,07:15:00,9.83
18620,18:45:00,04:35:00,9.83
18621,15:05:00,05:45:00,14.67
18622,22:00:00,13:40:00,15.67
18623,21:30:00,08:45:00,11.25
18624,19:05:00,06:30:00,11.42
18625,11:40:00,21:00:00,9.33
18626,06:10:00,15:40:00,9.5
18631,20:10:00,05:20:00,9.17
18632,19:30:00,04:15:00,8.75
18637,18:15:00,04:30:00,10.25
18638,00:15:00,12:55:00,12.67
18645,11:45:00,17:55:00,6.17
18646,09:50:00,16:10:00,6.33
18695,17:30:00,20:30:00,3.0
18696,07:50:00,10:15:00,2.42
18697,02:15:00,10:25:00,8.17
18698,16:45:00,01:15:00,8.5
19015,08:20:00,05:35:00,21.25
19016,21:05:00,19:15:00,22.17
19019,00:05:00,17:35:00,17.5
19020,10:00:00,04:20:00,18.33
19021,12:55:00,19:05:00,6.17
19022,00:10:00,08:00:00,7.83
19023,07:25:00,22:15:00,14.83
19024,05:00:00,19:35:00,14.58
19025,11:00:00,22:30:00,11.5
19026,09:00:00,21:00:00,12.0
19027,12:15:00,01:25:00,13.17
19028,09:30:00,22:25:00,12.92
19031,10:05:00,12:20:00,2.25
19032,15:20:00,17:10:00,1.83
19033,04:05:00,10:25:00,6.33
19034,18:10:00,00:25:00,6.25
19035,18:15:00,20:30:00,2.25
19036,14:20:00,17:00:00,2.67
19037,22:40:00,13:45:00,15.08
19038,13:20:00,04:35:00,15.25
19039,22:40:00,21:50:00,23.17
19040,06:00:00,04:35:00,22.58
19041,23:25:00,10:30:00,11.08
19042,19:30:00,07:50:00,12.33
19045,09:50:00,18:35:00,8.75
19046,09:00:00,18:40:00,9.67
19051,20:15:00,07:15:00,11.0
19052,19:40:00,05:05:00,9.42
19053,06:10:00,04:30:00,22.33
19054,19:40:00,17:10:00,21.5
19055,22:25:00,14:40:00,16.25
19056,17:30:00,09:05:00,15.58
19057,22:10:00,01:15:00,3.08
19058,05:20:00,10:35:00,5.25
19061,05:10:00,10:55:00,5.75
19062,16:20:00,22:25:00,6.08
19063,07:20:00,13:35:00,6.25
19064,16:40:00,23:25:00,6.75
19107,10:25:00,17:30:00,7.08
19108,20:50:00,07:00:00,10.17
19115,15:00:00,07:00:00,16.0
19116,22:25:00,13:45:00,15.33
19119,10:40:00,20:00:00,9.33
19120,06:25:00,15:55:00,9.5
19151,15:50:00,21:50:00,6.0
19152,06:00:00,11:55:00,5.92
19165,21:00:00,19:15:00,22.25
19166,04:35:00,03:45:00,23.17
19167,21:00:00,09:35:00,12.58
19168,14:30:00,03:45:00,13.25
19201,15:00:00,23:55:00,8.92
19202,00:40:00,10:30:00,9.83
19215,08:20:00,05:35:00,21.25
19217,17:10:00,08:50:00,15.67
19218,13:55:00,05:40:00,15.75
19223,11:20:00,19:35:00,8.25
19224,07:50:00,15:00:00,7.17
19225,18:40:00,06:35:00,11.92
19226,21:25:00,09:40:00,12.25
19251,22:35:00,08:25:00,9.83
19252,20:05:00,05:30:00,9.42
19259,15:45:00,13:15:00,21.5
19260,07:15:00,02:50:00,19.58
19261,11:00:00,08:30:00,21.5
19262,18:40:00,15:15:00,20.58
19263,15:10:00,19:35:00,4.42
19264,08:20:00,12:55:00,4.58
19269,15:10:00,18:05:00,2.92
19270,15:15:00,17:20:00,2.08
19301,21:05:00,11:15:00,14.17
19302,11:20:00,05:15:00,17.92
19303,23:45:00,05:20:00,5.58
19304,22:55:00,04:35:00,5.67
19307,05:35:00,06:45:00,1.17
19308,19:10:00,17:35:00,22.42
19309,18:25:00,06:30:00,12.08
19310,22:45:00,10:00:00,11.25
19311,17:30:00,11:25:00,17.92
19312,16:50:00,12:25:00,19.58
19313,14:00:00,17:20:00,3.33
19314,11:10:00,15:05:00,3.92
19321,14:00:00,17:20:00,3.33
19322,11:10:00,15:05:00,3.92
19323,06:45:00,10:50:00,4.08
19324,17:15:00,21:35:00,4.33
19325,16:00:00,21:05:00,5.08
19326,23:15:00,02:30:00,3.25
19327,16:45:00,23:59:00,7.23
19328,01:15:00,08:00:00,6.75
19329,07:30:00,19:15:00,11.75
19330,20:35:00,09:00:00,12.42
19331,11:00:00,05:15:00,18.25
19332,21:05:00,18:30:00,21.42
19401,11:35:00,14:25:00,2.83
19402,22:55:00,02:50:00,3.92
19403,06:05:00,12:05:00,6.0
19404,17:50:00,23:55:00,6.08
19407,21:00:00,05:40:00,8.67
19408,15:35:00,23:55:00,8.33
19409,11:35:00,19:25:00,7.83
19410,04:45:00,13:30:00,8.75
19411,09:10:00,18:50:00,9.67
19412,06:25:00,15:35:00,9.17
19413,06:05:00,15:15:00,9.17
19414,13:10:00,19:15:00,6.08
19415,19:05:00,06:50:00,11.75
19416,10:20:00,23:55:00,13.58
19419,20:00:00,05:45:00,9.75
19420,09:40:00,17:10:00,7.5
19421,21:50:00,07:50:00,10.0
19422,10:10:00,22:20:00,12.17
19565,08:30:00,19:40:00,11.17
19566,05:50:00,16:10:00,10.33
19567,22:00:00,01:35:00,3.58
19568,23:55:00,07:10:00,7.25
19571,07:15:00,11:55:00,4.67
19572,14:30:00,18:45:00,4.25
19573,19:20:00,15:15:00,19.92
19574,16:40:00,13:50:00,21.17
19575,07:30:00,05:50:00,22.33
19576,21:40:00,20:50:00,23.17
19577,07:45:00,05:15:00,21.5
19578,21:00:00,22:20:00,1.33
19579,12:30:00,10:15:00,21.75
19580,13:10:00,10:40:00,21.5
19601,00:20:00,18:35:00,18.25
19602,08:15:00,03:55:00,19.67
19607,11:25:00,05:40:00,18.25
19608,18:55:00,17:00:00,22.08
19609,13:05:00,10:25:00,21.33
19611,17:55:00,14:45:00,20.83
19612,14:30:00,10:00:00,19.5
19613,17:55:00,10:45:00,16.83
19614,17:50:00,10:00:00,16.17
19659,20:22:00,08:55:00,12.55
19660,20:00:00,09:55:00,13.92
19665,09:25:00,06:35:00,21.17
19666,22:20:00,19:50:00,21.5
19707,20:55:00,18:55:00,22.0
19708,08:40:00,06:35:00,21.92
19709,23:30:00,23:55:00,0.42
19710,18:45:00,18:10:00,23.42
19711,18:10:00,11:25:00,17.25
19712,16:50:00,09:25:00,16.58
19713,21:05:00,07:30:00,10.42
19714,21:20:00,06:15:00,8.92
19715,21:00:00,10:25:00,13.42
19716,12:10:00,01:45:00,13.58
19717,16:40:00,04:55:00,12.25
19718,12:45:00,00:50:00,12.08
19803,14:30:00,15:20:00,0.83
19804,21:55:00,23:50:00,1.92
19805,14:30:00,12:15:00,21.75
19806,14:35:00,11:10:00,20.58
19807,00:05:00,04:45:00,4.67
19808,00:30:00,05:20:00,4.83
20501,18:30:00,11:20:00,16.83
20502,19:50:00,13:30:00,17.67
20601,22:30:00,07:20:00,8.83
20602,22:45:00,07:40:00,8.92
20651,15:00:00,19:55:00,4.92
20652,06:40:00,11:35:00,4.92
20809,11:15:00,14:20:00,3.08
20810,16:35:00,19:30:00,2.92
20811,20:45:00,14:20:00,17.58
20812,16:35:00,10:15:00,17.67
20813,16:00:00,12:00:00,20.0
20814,14:00:00,10:00:00,20.0
20815,13:00:00,04:30:00,15.5
20816,17:50:00,09:30:00,15.67
20817,07:10:00,10:40:00,3.5
20818,17:05:00,20:35:00,3.5
20889,12:40:00,07:45:00,19.08
20890,23:05:00,18:30:00,19.42
20901,13:40:00,17:15:00,3.58
20902,20:05:00,23:15:00,3.17
20903,19:40:00,22:20:00,2.67
20904,06:10:00,09:40:00,3.5
21067,06:21:00,08:20:00,1.98
21068,16:15:00,17:55:00,1.67
21107,23:50:00,00:50:00,1.0
21108,04:10:00,05:20:00,1.17
21125,20:05:00,09:50:00,13.75
21126,17:10:00,07:55:00,14.75
22101,18:45:00,23:25:00,4.67
22102,05:25:00,10:07:00,4.7
22103,14:30:00,17:50:00,3.33
22104,23:55:00,05:00:00,5.08
22105,05:40:00,09:05:00,3.42
22106,18:35:00,22:00:00,3.42
22109,14:30:00,10:25:00,19.92
22110,15:45:00,11:45:00,20.0
22111,05:35:00,16:10:00,10.58
22112,07:20:00,17:45:00,10.42
22113,16:55:00,20:25:00,3.5
22114,00:35:00,04:10:00,3.58
22115,01:10:00,11:00:00,9.83
22116,14:00:00,23:55:00,9.92
22117,15:15:00,03:15:00,12.0
22118,18:35:00,07:40:00,13.08
22119,05:00:00,13:20:00,8.33
22120,14:30:00,23:00:00,8.5
22121,14:20:00,13:45:00,23.42
22122,16:20:00,17:30:00,1.17
22123,15:15:00,05:15:00,14.0
22124,19:50:00,11:45:00,15.92
22125,17:50:00,21:05:00,3.25
22126,04:10:00,04:25:00,0.25
22127,11:30:00,06:45:00,19.25
22128,18:30:00,13:45:00,19.25
22131,16:15:00,19:20:00,3.08
22132,04:15:00,08:05:00,3.83
22133,19:20:00,07:10:00,11.83
22134,20:50:00,08:40:00,11.83
22135,07:20:00,19:50:00,12.5
22136,20:50:00,10:55:00,14.08
22137,10:30:00,03:25:00,16.92
22138,17:25:00,10:40:00,17.25
22140,21:10:00,05:10:00,8.0
22143,21:00:00,09:15:00,12.25
22144,19:50:00,07:55:00,12.08
22145,21:16:00,23:45:00,2.48
22146,18:25:00,20:54:00,2.48
22147,21:45:00,03:45:00,6.0
22148,09:20:00,15:20:00,6.0
22149,05:15:00,05:50:00,0.58
22150,18:45:00,18:50:00,0.08
22151,21:45:00,18:35:00,20.83
22152,13:30:00,11:05:00,21.58
22161,17:55:00,22:45:00,4.83
22162,05:00:00,10:05:00,5.08
22163,06:50:00,13:30:00,6.67
22164,16:15:00,22:55:00,6.67
22165,21:00:00,08:45:00,11.75
22166,20:20:00,08:20:00,12.0
22168,00:05:00,18:40:00,18.58
22181,15:00:00,05:15:00,14.25
22182,17:50:00,08:20:00,14.5
22187,06:50:00,12:20:00,5.5
22188,16:10:00,22:15:00,6.08
22189,17:05:00,21:20:00,4.25
22190,06:00:00,10:15:00,4.25
22191,18:40:00,04:40:00,10.0
22192,23:55:00,09:55:00,10.0
22201,20:00:00,03:55:00,7.92
22202,19:45:00,04:00:00,8.25
22203,19:45:00,06:15:00,10.5
22204,20:15:00,06:30:00,10.25
22205,22:30:00,07:10:00,8.67
22206,22:45:00,07:20:00,8.58
22207,16:25:00,06:45:00,14.33
22208,21:30:00,12:00:00,14.5
22209,23:15:00,16:30:00,17.25
22210,23:25:00,16:15:00,16.83
22213,22:05:00,06:40:00,8.58
22214,20:45:00,05:40:00,8.92
22307,05:00:00,08:45:00,3.75
22308,18:45:00,21:35:00,2.83
22309,23:05:00,09:00:00,9.92
22310,12:35:00,22:50:00,10.25
22321,06:45:00,11:05:00,4.33
22322,13:40:00,18:00:00,4.33
22323,22:45:00,12:25:00,13.67
22324,23:30:00,13:15:00,13.75
22351,20:15:00,20:55:00,0.67
22352,09:55:00,10:00:00,0.08
22356,22:05:00,19:15:00,21.17
22387,06:15:00,11:10:00,4.92
22388,16:25:00,21:20:00,4.92
22401,22:15:00,08:55:00,10.67
22402,18:00:00,04:20:00,10.33
22403,09:15:00,02:10:00,16.92
22404,23:45:00,17:55:00,18.17
22405,13:30:00,08:20:00,18.83
22406,16:55:00,10:45:00,17.83
22407,19:30:00,10:15:00,14.75
22408,18:15:00,08:05:00,13.83
22409,19:30:00,11:50:00,16.33
22410,19:10:00,09:50:00,14.67
22411,21:35:00,11:40:00,14.08
22412,15:50:00,05:55:00,14.08
22413,10:00:00,12:40:00,2.67
22414,10:55:00,12:50:00,1.92
22415,08:35:00,19:05:00,10.5
22416,06:25:00,17:50:00,11.42
22417,18:55:00,08:25:00,13.5
22418,18:35:00,08:25:00,13.83
22419,17:20:00,08:10:00,14.83
22420,18:45:00,09:30:00,14.75
22421,07:05:00,18:20:00,11.25
22422,10:55:00,22:10:00,11.25
22423,10:45:00,06:30:00,19.75
22424,12:35:00,08:05:00,19.5
22427,22:10:00,12:50:00,14.67
22428,23:55:00,15:25:00,15.5
22429,08:25:00,18:30:00,10.08
22430,07:00:00,17:00:00,10.0
22431,14:45:00,13:30:00,22.75
22432,16:15:00,14:55:00,22.67
22433,16:00:00,07:10:00,15.17
22434,19:10:00,09:30:00,14.33
22439,06:00:00,14:00:00,8.0
22441,18:30:00,21:40:00,3.17
22442,06:30:00,09:40:00,3.17
22443,18:20:00,23:05:00,4.75
22444,05:10:00,08:35:00,3.42
22445,17:20:00,09:35:00,16.25
22446,12:35:00,04:50:00,16.25
22447,18:20:00,19:35:00,1.25
22448,05:25:00,06:35:00,1.17
22451,12:15:00,16:20:00,4.08
22452,05:45:00,09:20:00,3.58
22453,14:40:00,22:35:00,7.92
22454,04:55:00,13:10:00,8.25
22455,10:00:00,12:30:00,2.5
22456,19:00:00,22:15:00,3.25
22457,11:00:00,20:50:00,9.83
22458,15:45:00,23:45:00,8.0
22461,17:30:00,05:10:00,11.67
22462,23:05:00,10:35:00,11.5
22463,06:50:00,10:30:00,3.67
22464,17:05:00,19:55:00,2.83
22471,09:30:00,17:25:00,7.92
22472,08:40:00,16:35:00,7.92
22473,14:50:00,12:45:00,21.92
22474,14:35:00,12:35:00,22.0
22475,07:10:00,02:50:00,19.67
22476,15:20:00,12:25:00,21.08
22477,16:25:00,21:15:00,4.83
22478,06:00:00,10:50:00,4.83
22481,18:45:00,05:20:00,10.58
22482,23:15:00,10:00:00,10.75
22483,19:10:00,04:55:00,9.75
